Row,Part Number,Description,Status,Confidence,Issue,Field,Detail,Suggested Value
447,45495BKCLR,45495BKCLR Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
448,55209NI,55209NI Kichler Wall Sconce,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
449,65-1210,65-1210 2' LED Wrap Lt,NEEDS_REVIEW,0.72,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
450,65-1211,65-1211 4' Led Wrap Light,NEEDS_REVIEW,0.72,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
451,141465,"141465 15W Flor 18"" T12 27k",NEEDS_REVIEW,0.43,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
451,141465,"141465 15W Flor 18"" T12 27k",NEEDS_REVIEW,0.43,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
451,141465,"141465 15W Flor 18"" T12 27k",NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
451,141465,"141465 15W Flor 18"" T12 27k",NEEDS_REVIEW,0.43,Validation error,Classpath,'Classpath' is required for a publishable record,
451,141465,"141465 15W Flor 18"" T12 27k",NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
452,391227,"391227 32W Led 12"" T9 30K",NEEDS_REVIEW,0.77,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
453,392225,"392225 22W Flor 8"" T9 30k",NEEDS_REVIEW,0.43,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
453,392225,"392225 22W Flor 8"" T9 30k",NEEDS_REVIEW,0.43,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
453,392225,"392225 22W Flor 8"" T9 30k",NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
453,392225,"392225 22W Flor 8"" T9 30k",NEEDS_REVIEW,0.43,Validation error,Classpath,'Classpath' is required for a publishable record,
453,392225,"392225 22W Flor 8"" T9 30k",NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
470,S21363,S21363 8W Led Edison ST19 27K,NEEDS_REVIEW,0.70,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
473,586875,586875 60W Led Multi CCT 4pk,NEEDS_REVIEW,0.75,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
485,586909,586909 Led 60W Med A19 27K,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
504,568337,568337 120W Led Par38 Med 50k,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
510,586883,586883 100W Led Multi CCT 2pk,NEEDS_REVIEW,0.75,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
516,570762,570762 50W Led Par16 30k 3pk,NEEDS_REVIEW,0.78,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
521,586891,586891 Led 60W Med A19 27k,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
529,576009,576009 100W Led Par30L Med 50k,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
535,576017,576017 100W Led Par30L Med 30k,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
538,583161,583161 Led 65W Med BR30 3pk,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
550,564914,564914 60W Med Led 50k 2pk,NEEDS_REVIEW,0.77,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
558,573428,573428 40W Med Led 50k 2pk,NEEDS_REVIEW,0.77,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
562,573188,573188 250W Led Par38 Med 50k,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
565,573204,573204 75W Led Par20 Med 50k,NEEDS_REVIEW,0.79,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
570,568444,568444 90W Led Par38 50k 2pk,NEEDS_REVIEW,0.78,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
576,565812,565812 60W Med Led 50k,NEEDS_REVIEW,0.77,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
578,46719,49719 Wall Light Motion Wh,NEEDS_REVIEW,0.65,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
579,59061BSL,59061BSL Kichler Ext Wall Lt,NEEDS_REVIEW,0.78,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
580,59062BSL,59062BSL Kichler Ext Wall Lt,NEEDS_REVIEW,0.78,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
581,59124BKT,59124BKT Kichler Ext Wall Lt,NEEDS_REVIEW,0.78,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
582,59025BK,59025BK Kichler Post Lt,NEEDS_REVIEW,0.69,Classification confidence below threshold,Classpath,0.57 < 0.6,Electrical>Lighting Fixtures>Interior Lighting Fixtures
582,59025BK,59025BK Kichler Post Lt,NEEDS_REVIEW,0.69,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
583,DCL183,Dewalt DCL183 Light - Rechargeable,NEEDS_REVIEW,0.43,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
583,DCL183,Dewalt DCL183 Light - Rechargeable,NEEDS_REVIEW,0.43,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
583,DCL183,Dewalt DCL183 Light - Rechargeable,NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
583,DCL183,Dewalt DCL183 Light - Rechargeable,NEEDS_REVIEW,0.43,Validation error,Classpath,'Classpath' is required for a publishable record,
583,DCL183,Dewalt DCL183 Light - Rechargeable,NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
584,73020,73020 Nano Clip Light Bk,NEEDS_REVIEW,0.63,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
584,73020,73020 Nano Clip Light Bk,NEEDS_REVIEW,0.63,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
585,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,NEEDS_REVIEW,0.26,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
585,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,NEEDS_REVIEW,0.26,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
585,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,NEEDS_REVIEW,0.26,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
585,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,NEEDS_REVIEW,0.26,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
585,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,NEEDS_REVIEW,0.26,Validation error,Classpath,'Classpath' is required for a publishable record,
585,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,NEEDS_REVIEW,0.26,Product confidence below publication threshold,,0.26 < 0.62,
586,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,NEEDS_REVIEW,0.26,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
586,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,NEEDS_REVIEW,0.26,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
586,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,NEEDS_REVIEW,0.26,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
586,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,NEEDS_REVIEW,0.26,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
586,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,NEEDS_REVIEW,0.26,Validation error,Classpath,'Classpath' is required for a publishable record,
586,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,NEEDS_REVIEW,0.26,Product confidence below publication threshold,,0.26 < 0.62,
587,97708,97708 Police 800L Headlight,NEEDS_REVIEW,0.43,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
587,97708,97708 Police 800L Headlight,NEEDS_REVIEW,0.43,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
587,97708,97708 Police 800L Headlight,NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
587,97708,97708 Police 800L Headlight,NEEDS_REVIEW,0.43,Validation error,Classpath,'Classpath' is required for a publishable record,
587,97708,97708 Police 800L Headlight,NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
588,WORK6000XLTPPLUG,6000L Twin Head Work Light,NEEDS_REVIEW,0.43,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
588,WORK6000XLTPPLUG,6000L Twin Head Work Light,NEEDS_REVIEW,0.43,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
588,WORK6000XLTPPLUG,6000L Twin Head Work Light,NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
588,WORK6000XLTPPLUG,6000L Twin Head Work Light,NEEDS_REVIEW,0.43,Validation error,Classpath,'Classpath' is required for a publishable record,
588,WORK6000XLTPPLUG,6000L Twin Head Work Light,NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
589,HOM2040M200PRB,HOM2040M200PRB 200A Load Cntr,NEEDS_REVIEW,0.61,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
589,HOM2040M200PRB,HOM2040M200PRB 200A Load Cntr,NEEDS_REVIEW,0.61,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
589,HOM2040M200PRB,HOM2040M200PRB 200A Load Cntr,NEEDS_REVIEW,0.61,Product confidence below publication threshold,,0.61 < 0.62,
590,HOM3060L225PGC,HOM3060L225PGC 225 Load Center,NEEDS_REVIEW,0.64,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
591,QO612L100RBCP,QO612L100RBCP 100A Load Center,NEEDS_REVIEW,0.81,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
592,13093005,4/0 Aluminum Entrance Cable (Linear Foot),NEEDS_REVIEW,0.69,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
593,12-4 SO,12-4 SO Cord (Linear Foot),NEEDS_REVIEW,0.47,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
593,12-4 SO,12-4 SO Cord (Linear Foot),NEEDS_REVIEW,0.47,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
593,12-4 SO,12-4 SO Cord (Linear Foot),NEEDS_REVIEW,0.47,Product confidence below publication threshold,,0.47 < 0.62,
594,96263-46-06,96263-46-06 CAT5E Wire (Linear Foot),NEEDS_REVIEW,0.69,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
595,R50003-ID,16-2 Stranded Wire CL3 500' (Linear Foot),NEEDS_REVIEW,0.70,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
596,10-4 SO,10-4 SO Cord (Linear Foot),NEEDS_REVIEW,0.67,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
597,23346-0408,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),NEEDS_REVIEW,0.50,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
597,23346-0408,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),NEEDS_REVIEW,0.50,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
597,23346-0408,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),NEEDS_REVIEW,0.50,Product confidence below publication threshold,,0.50 < 0.62,
598,2/2/4 UD ALUM,2/2/4 UD Aluminum Triplex Wire (Linear Foot),NEEDS_REVIEW,0.73,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
599,55418901,6/6/6 UD Triplex Aluminum Wire,NEEDS_REVIEW,0.70,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
600,CG50K,"CG50K 1/2"" Cord Grip Kit",NEEDS_REVIEW,0.44,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
600,CG50K,"CG50K 1/2"" Cord Grip Kit",NEEDS_REVIEW,0.44,Attribute coverage below threshold,__attributes__,0% of the 6 template slots populated,
600,CG50K,"CG50K 1/2"" Cord Grip Kit",NEEDS_REVIEW,0.44,Product confidence below publication threshold,,0.44 < 0.62,
602,PBUC013,PBUC013 15A Wall Tap w/USB,NEEDS_REVIEW,0.77,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
611,R20-05378-P00,R2005378P00 6-50R Welder Outet,NEEDS_REVIEW,0.43,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
611,R20-05378-P00,R2005378P00 6-50R Welder Outet,NEEDS_REVIEW,0.43,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
611,R20-05378-P00,R2005378P00 6-50R Welder Outet,NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
611,R20-05378-P00,R2005378P00 6-50R Welder Outet,NEEDS_REVIEW,0.43,Validation error,Classpath,'Classpath' is required for a publishable record,
611,R20-05378-P00,R2005378P00 6-50R Welder Outet,NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
612,WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,NEEDS_REVIEW,0.43,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
612,WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,NEEDS_REVIEW,0.43,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
612,WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
612,WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,NEEDS_REVIEW,0.43,Validation error,Classpath,'Classpath' is required for a publishable record,
612,WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
619,XOU2470BCGS,XOU2470BCGS Tall Beverage Center SS,NEEDS_REVIEW,0.43,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
619,XOU2470BCGS,XOU2470BCGS Tall Beverage Center SS,NEEDS_REVIEW,0.43,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
619,XOU2470BCGS,XOU2470BCGS Tall Beverage Center SS,NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
619,XOU2470BCGS,XOU2470BCGS Tall Beverage Center SS,NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
620,XOU24BCGSR,XOU24BCGSR Beverage Center SS,NEEDS_REVIEW,0.44,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
620,XOU24BCGSR,XOU24BCGSR Beverage Center SS,NEEDS_REVIEW,0.44,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
620,XOU24BCGSR,XOU24BCGSR Beverage Center SS,NEEDS_REVIEW,0.44,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
620,XOU24BCGSR,XOU24BCGSR Beverage Center SS,NEEDS_REVIEW,0.44,Product confidence below publication threshold,,0.44 < 0.62,
621,XOU24WDZGBR,XOU24WDZGBR Beverage Center Bk,NEEDS_REVIEW,0.44,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
621,XOU24WDZGBR,XOU24WDZGBR Beverage Center Bk,NEEDS_REVIEW,0.44,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
621,XOU24WDZGBR,XOU24WDZGBR Beverage Center Bk,NEEDS_REVIEW,0.44,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
621,XOU24WDZGBR,XOU24WDZGBR Beverage Center Bk,NEEDS_REVIEW,0.44,Product confidence below publication threshold,,0.44 < 0.62,
622,C7CDAAS3PD3,C7CDAAS3PD3 Café Drip Coffee Maker MB,NEEDS_REVIEW,0.56,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
622,C7CDAAS3PD3,C7CDAAS3PD3 Café Drip Coffee Maker MB,NEEDS_REVIEW,0.56,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
622,C7CDAAS3PD3,C7CDAAS3PD3 Café Drip Coffee Maker MB,NEEDS_REVIEW,0.56,Product confidence below publication threshold,,0.56 < 0.62,
623,C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,NEEDS_REVIEW,0.56,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
623,C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,NEEDS_REVIEW,0.56,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
623,C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,NEEDS_REVIEW,0.56,Product confidence below publication threshold,,0.56 < 0.62,
624,C7CDABS2RS3,C7CDABS2RS3 Cafe Coffee Maker,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
624,C7CDABS2RS3,C7CDABS2RS3 Cafe Coffee Maker,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
624,C7CDABS2RS3,C7CDABS2RS3 Cafe Coffee Maker,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
625,C7CDABS3RD3,C7CDABS3RD3 Café Coffee Maker MB,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
625,C7CDABS3RD3,C7CDABS3RD3 Café Coffee Maker MB,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
625,C7CDABS3RD3,C7CDABS3RD3 Café Coffee Maker MB,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
626,C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
626,C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
626,C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
627,C7CEBBS2RS3,C7CEBBS2RS3 Cafe Auto Espresso Machine SS,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
627,C7CEBBS2RS3,C7CEBBS2RS3 Cafe Auto Espresso Machine SS,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
627,C7CEBBS2RS3,C7CEBBS2RS3 Cafe Auto Espresso Machine SS,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
628,C7CEBBS4RW3,C7CEBBS4RW3 Café Auto Espresso Machine Wh,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
628,C7CEBBS4RW3,C7CEBBS4RW3 Café Auto Espresso Machine Wh,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
628,C7CEBBS4RW3,C7CEBBS4RW3 Café Auto Espresso Machine Wh,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
629,C7CESAS2RS3,C7CESAS2RS3 Café Espresso SS,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
629,C7CESAS2RS3,C7CESAS2RS3 Café Espresso SS,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
629,C7CESAS2RS3,C7CESAS2RS3 Café Espresso SS,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
630,C7CESAS3RD3,C7CESAS3RD3 Café Espresso Machine MB,NEEDS_REVIEW,0.56,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
630,C7CESAS3RD3,C7CESAS3RD3 Café Espresso Machine MB,NEEDS_REVIEW,0.56,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
630,C7CESAS3RD3,C7CESAS3RD3 Café Espresso Machine MB,NEEDS_REVIEW,0.56,Product confidence below publication threshold,,0.56 < 0.62,
631,C7CESAS4RW3,C7CESAS4RW3 Cafe Espresso Wh,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
631,C7CESAS4RW3,C7CESAS4RW3 Cafe Espresso Wh,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
631,C7CESAS4RW3,C7CESAS4RW3 Cafe Espresso Wh,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
632,WOSP30100SS,WOSP30100SS Beko Wall Oven SS,NEEDS_REVIEW,0.56,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
632,WOSP30100SS,WOSP30100SS Beko Wall Oven SS,NEEDS_REVIEW,0.56,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
632,WOSP30100SS,WOSP30100SS Beko Wall Oven SS,NEEDS_REVIEW,0.56,Product confidence below publication threshold,,0.56 < 0.62,
633,MSER2090S,MSER2090S LG Microwave SS,NEEDS_REVIEW,0.39,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
633,MSER2090S,MSER2090S LG Microwave SS,NEEDS_REVIEW,0.39,Attribute coverage below threshold,__attributes__,0% of the 6 template slots populated,
633,MSER2090S,MSER2090S LG Microwave SS,NEEDS_REVIEW,0.39,Product confidence below publication threshold,,0.39 < 0.62,
634,GCST16S1WSS,GCST16S1WSS GE Microwave SS,NEEDS_REVIEW,0.39,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
634,GCST16S1WSS,GCST16S1WSS GE Microwave SS,NEEDS_REVIEW,0.39,Attribute coverage below threshold,__attributes__,0% of the 6 template slots populated,
634,GCST16S1WSS,GCST16S1WSS GE Microwave SS,NEEDS_REVIEW,0.39,Product confidence below publication threshold,,0.39 < 0.62,
635,PCWK15C1WSS,PCWK15C1WSS GE Microwave,NEEDS_REVIEW,0.39,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
635,PCWK15C1WSS,PCWK15C1WSS GE Microwave,NEEDS_REVIEW,0.39,Attribute coverage below threshold,__attributes__,0% of the 6 template slots populated,
635,PCWK15C1WSS,PCWK15C1WSS GE Microwave,NEEDS_REVIEW,0.39,Product confidence below publication threshold,,0.39 < 0.62,
636,SMC2266KS,SMC2266KS Microwave SS Display Only,NEEDS_REVIEW,0.27,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
636,SMC2266KS,SMC2266KS Microwave SS Display Only,NEEDS_REVIEW,0.27,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
636,SMC2266KS,SMC2266KS Microwave SS Display Only,NEEDS_REVIEW,0.27,Attribute coverage below threshold,__attributes__,0% of the 6 template slots populated,
636,SMC2266KS,SMC2266KS Microwave SS Display Only,NEEDS_REVIEW,0.27,Product confidence below publication threshold,,0.27 < 0.62,
637,SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,NEEDS_REVIEW,0.47,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
637,SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,NEEDS_REVIEW,0.47,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
637,SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,NEEDS_REVIEW,0.47,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
637,SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,NEEDS_REVIEW,0.47,Product confidence below publication threshold,,0.47 < 0.62,
638,PEP9030DTBB,"PEP9030DTBB 30"" GE Cooktop Bk",NEEDS_REVIEW,0.56,Manufacturer unresolved,MANUFACTURER_NAME,'Appliance Dealers Cooperative' is a distributor/co-op (carries 8 brands); the manufacturer of record needs manufacturer evidence,
638,PEP9030DTBB,"PEP9030DTBB 30"" GE Cooktop Bk",NEEDS_REVIEW,0.56,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
638,PEP9030DTBB,"PEP9030DTBB 30"" GE Cooktop Bk",NEEDS_REVIEW,0.56,Product confidence below publication threshold,,0.56 < 0.62,
